"N","sim","alpha","e","P","seed","rownum","intercept","beta","y_var","R","b","e_alpha"
50000,148,0.25,1,500,25355,444,1,3,1000,100,100,1
10000,149,0.25,1,100,1204,445,1,3,1000,100,100,1
25000,149,0.25,1,250,46328,446,1,3,1000,100,100,1
50000,149,0.25,1,500,42499,447,1,3,1000,100,100,1
10000,150,0.25,1,100,69076,448,1,3,1000,100,100,1
25000,150,0.25,1,250,18743,449,1,3,1000,100,100,1
50000,150,0.25,1,500,47599,450,1,3,1000,100,100,1
10000,151,0.25,1,100,45038,451,1,3,1000,100,100,1
25000,151,0.25,1,250,71845,452,1,3,1000,100,100,1
50000,151,0.25,1,500,51065,453,1,3,1000,100,100,1
10000,152,0.25,1,100,42989,454,1,3,1000,100,100,1
25000,152,0.25,1,250,90887,455,1,3,1000,100,100,1
50000,152,0.25,1,500,2061,456,1,3,1000,100,100,1
10000,153,0.25,1,100,86326,457,1,3,1000,100,100,1
25000,153,0.25,1,250,33208,458,1,3,1000,100,100,1
50000,153,0.25,1,500,34466,459,1,3,1000,100,100,1
10000,154,0.25,1,100,82360,460,1,3,1000,100,100,1
25000,154,0.25,1,250,55783,461,1,3,1000,100,100,1
50000,154,0.25,1,500,85221,462,1,3,1000,100,100,1
10000,155,0.25,1,100,60748,463,1,3,1000,100,100,1
25000,155,0.25,1,250,96711,464,1,3,1000,100,100,1
50000,155,0.25,1,500,53336,465,1,3,1000,100,100,1
10000,156,0.25,1,100,30255,466,1,3,1000,100,100,1
25000,156,0.25,1,250,23512,467,1,3,1000,100,100,1
50000,156,0.25,1,500,91079,468,1,3,1000,100,100,1
10000,157,0.25,1,100,51251,469,1,3,1000,100,100,1
25000,157,0.25,1,250,42498,470,1,3,1000,100,100,1
50000,157,0.25,1,500,51501,471,1,3,1000,100,100,1
10000,158,0.25,1,100,42250,472,1,3,1000,100,100,1
25000,158,0.25,1,250,38262,473,1,3,1000,100,100,1
50000,158,0.25,1,500,39660,474,1,3,1000,100,100,1
10000,159,0.25,1,100,90753,475,1,3,1000,100,100,1
25000,159,0.25,1,250,21942,476,1,3,1000,100,100,1
50000,159,0.25,1,500,90592,477,1,3,1000,100,100,1
10000,160,0.25,1,100,21316,478,1,3,1000,100,100,1
25000,160,0.25,1,250,52541,479,1,3,1000,100,100,1
50000,160,0.25,1,500,42729,480,1,3,1000,100,100,1
10000,161,0.25,1,100,2104,481,1,3,1000,100,100,1
25000,161,0.25,1,250,24976,482,1,3,1000,100,100,1
50000,161,0.25,1,500,92207,483,1,3,1000,100,100,1
10000,162,0.25,1,100,59315,484,1,3,1000,100,100,1
25000,162,0.25,1,250,5177,485,1,3,1000,100,100,1
50000,162,0.25,1,500,50368,486,1,3,1000,100,100,1
10000,163,0.25,1,100,21010,487,1,3,1000,100,100,1
25000,163,0.25,1,250,72946,488,1,3,1000,100,100,1
50000,163,0.25,1,500,43951,489,1,3,1000,100,100,1
10000,164,0.25,1,100,59997,490,1,3,1000,100,100,1
25000,164,0.25,1,250,93170,491,1,3,1000,100,100,1
50000,164,0.25,1,500,57331,492,1,3,1000,100,100,1
10000,165,0.25,1,100,36951,493,1,3,1000,100,100,1
25000,165,0.25,1,250,32791,494,1,3,1000,100,100,1
50000,165,0.25,1,500,40502,495,1,3,1000,100,100,1
10000,166,0.25,1,100,24764,496,1,3,1000,100,100,1
25000,166,0.25,1,250,91459,497,1,3,1000,100,100,1
50000,166,0.25,1,500,32627,498,1,3,1000,100,100,1
10000,167,0.25,1,100,74489,499,1,3,1000,100,100,1
25000,167,0.25,1,250,39090,500,1,3,1000,100,100,1
50000,167,0.25,1,500,53506,501,1,3,1000,100,100,1
10000,168,0.25,1,100,54616,502,1,3,1000,100,100,1
25000,168,0.25,1,250,91837,503,1,3,1000,100,100,1
50000,168,0.25,1,500,12826,504,1,3,1000,100,100,1
10000,169,0.25,1,100,44446,505,1,3,1000,100,100,1
25000,169,0.25,1,250,12245,506,1,3,1000,100,100,1
50000,169,0.25,1,500,57140,507,1,3,1000,100,100,1
10000,170,0.25,1,100,81145,508,1,3,1000,100,100,1
25000,170,0.25,1,250,42749,509,1,3,1000,100,100,1
50000,170,0.25,1,500,22837,510,1,3,1000,100,100,1
10000,171,0.25,1,100,42824,511,1,3,1000,100,100,1
25000,171,0.25,1,250,94540,512,1,3,1000,100,100,1
50000,171,0.25,1,500,56043,513,1,3,1000,100,100,1
10000,172,0.25,1,100,81354,514,1,3,1000,100,100,1
25000,172,0.25,1,250,78988,515,1,3,1000,100,100,1
50000,172,0.25,1,500,32190,516,1,3,1000,100,100,1
10000,173,0.25,1,100,18097,517,1,3,1000,100,100,1
25000,173,0.25,1,250,7577,518,1,3,1000,100,100,1
50000,173,0.25,1,500,8884,519,1,3,1000,100,100,1
10000,174,0.25,1,100,17817,520,1,3,1000,100,100,1
25000,174,0.25,1,250,39664,521,1,3,1000,100,100,1
50000,174,0.25,1,500,56410,522,1,3,1000,100,100,1
10000,175,0.25,1,100,60196,523,1,3,1000,100,100,1
25000,175,0.25,1,250,46619,524,1,3,1000,100,100,1
50000,175,0.25,1,500,7487,525,1,3,1000,100,100,1
10000,176,0.25,1,100,83645,526,1,3,1000,100,100,1
25000,176,0.25,1,250,397,527,1,3,1000,100,100,1
50000,176,0.25,1,500,61734,528,1,3,1000,100,100,1
10000,177,0.25,1,100,45627,529,1,3,1000,100,100,1
25000,177,0.25,1,250,94864,530,1,3,1000,100,100,1
50000,177,0.25,1,500,21183,531,1,3,1000,100,100,1
10000,178,0.25,1,100,92029,532,1,3,1000,100,100,1
25000,178,0.25,1,250,52426,533,1,3,1000,100,100,1
50000,178,0.25,1,500,31293,534,1,3,1000,100,100,1
10000,179,0.25,1,100,51189,535,1,3,1000,100,100,1
25000,179,0.25,1,250,26737,536,1,3,1000,100,100,1
50000,179,0.25,1,500,62163,537,1,3,1000,100,100,1
10000,180,0.25,1,100,86275,538,1,3,1000,100,100,1
25000,180,0.25,1,250,97666,539,1,3,1000,100,100,1
50000,180,0.25,1,500,7858,540,1,3,1000,100,100,1
10000,181,0.25,1,100,13987,541,1,3,1000,100,100,1
25000,181,0.25,1,250,30630,542,1,3,1000,100,100,1
50000,181,0.25,1,500,30859,543,1,3,1000,100,100,1
10000,182,0.25,1,100,13954,544,1,3,1000,100,100,1
25000,182,0.25,1,250,41315,545,1,3,1000,100,100,1
50000,182,0.25,1,500,71920,546,1,3,1000,100,100,1
10000,183,0.25,1,100,45728,547,1,3,1000,100,100,1
25000,183,0.25,1,250,21249,548,1,3,1000,100,100,1
50000,183,0.25,1,500,86085,549,1,3,1000,100,100,1
10000,184,0.25,1,100,73459,550,1,3,1000,100,100,1
25000,184,0.25,1,250,50418,551,1,3,1000,100,100,1
50000,184,0.25,1,500,47750,552,1,3,1000,100,100,1
10000,185,0.25,1,100,10814,553,1,3,1000,100,100,1
25000,185,0.25,1,250,7293,554,1,3,1000,100,100,1
50000,185,0.25,1,500,33837,555,1,3,1000,100,100,1
10000,186,0.25,1,100,60594,556,1,3,1000,100,100,1
25000,186,0.25,1,250,48442,557,1,3,1000,100,100,1
50000,186,0.25,1,500,88216,558,1,3,1000,100,100,1
10000,187,0.25,1,100,6309,559,1,3,1000,100,100,1
25000,187,0.25,1,250,85096,560,1,3,1000,100,100,1
50000,187,0.25,1,500,89941,561,1,3,1000,100,100,1
10000,188,0.25,1,100,73035,562,1,3,1000,100,100,1
25000,188,0.25,1,250,34207,563,1,3,1000,100,100,1
50000,188,0.25,1,500,16079,564,1,3,1000,100,100,1
10000,189,0.25,1,100,82799,565,1,3,1000,100,100,1
25000,189,0.25,1,250,42419,566,1,3,1000,100,100,1
50000,189,0.25,1,500,96146,567,1,3,1000,100,100,1
10000,190,0.25,1,100,24327,568,1,3,1000,100,100,1
25000,190,0.25,1,250,78289,569,1,3,1000,100,100,1
50000,190,0.25,1,500,29648,570,1,3,1000,100,100,1
10000,191,0.25,1,100,11635,571,1,3,1000,100,100,1
25000,191,0.25,1,250,93990,572,1,3,1000,100,100,1
50000,191,0.25,1,500,16232,573,1,3,1000,100,100,1
10000,192,0.25,1,100,74407,574,1,3,1000,100,100,1
25000,192,0.25,1,250,40127,575,1,3,1000,100,100,1
50000,192,0.25,1,500,62576,576,1,3,1000,100,100,1
10000,193,0.25,1,100,49870,577,1,3,1000,100,100,1
25000,193,0.25,1,250,39047,578,1,3,1000,100,100,1
50000,193,0.25,1,500,38503,579,1,3,1000,100,100,1
10000,194,0.25,1,100,29894,580,1,3,1000,100,100,1
25000,194,0.25,1,250,2949,581,1,3,1000,100,100,1
50000,194,0.25,1,500,1988,582,1,3,1000,100,100,1
10000,195,0.25,1,100,18912,583,1,3,1000,100,100,1
25000,195,0.25,1,250,80185,584,1,3,1000,100,100,1
50000,195,0.25,1,500,82937,585,1,3,1000,100,100,1
10000,196,0.25,1,100,24436,586,1,3,1000,100,100,1
25000,196,0.25,1,250,39112,587,1,3,1000,100,100,1
50000,196,0.25,1,500,81897,588,1,3,1000,100,100,1
10000,197,0.25,1,100,41152,589,1,3,1000,100,100,1
25000,197,0.25,1,250,75638,590,1,3,1000,100,100,1
50000,197,0.25,1,500,87992,591,1,3,1000,100,100,1
10000,198,0.25,1,100,24157,592,1,3,1000,100,100,1
25000,198,0.25,1,250,15830,593,1,3,1000,100,100,1
50000,198,0.25,1,500,85952,594,1,3,1000,100,100,1
10000,199,0.25,1,100,45634,595,1,3,1000,100,100,1
25000,199,0.25,1,250,15886,596,1,3,1000,100,100,1
50000,199,0.25,1,500,904,597,1,3,1000,100,100,1
10000,200,0.25,1,100,76130,598,1,3,1000,100,100,1
25000,200,0.25,1,250,63233,599,1,3,1000,100,100,1
50000,200,0.25,1,500,4185,600,1,3,1000,100,100,1
10000,201,0.25,1,100,85385,601,1,3,1000,100,100,1
25000,201,0.25,1,250,20459,602,1,3,1000,100,100,1
50000,201,0.25,1,500,19191,603,1,3,1000,100,100,1
10000,202,0.25,1,100,54825,604,1,3,1000,100,100,1
25000,202,0.25,1,250,789,605,1,3,1000,100,100,1
50000,202,0.25,1,500,80504,606,1,3,1000,100,100,1
10000,203,0.25,1,100,34676,607,1,3,1000,100,100,1
25000,203,0.25,1,250,7770,608,1,3,1000,100,100,1
50000,203,0.25,1,500,50901,609,1,3,1000,100,100,1
10000,204,0.25,1,100,95931,610,1,3,1000,100,100,1
25000,204,0.25,1,250,75986,611,1,3,1000,100,100,1
50000,204,0.25,1,500,34833,612,1,3,1000,100,100,1
10000,205,0.25,1,100,52750,613,1,3,1000,100,100,1
25000,205,0.25,1,250,64236,614,1,3,1000,100,100,1
50000,205,0.25,1,500,11558,615,1,3,1000,100,100,1
10000,206,0.25,1,100,16824,616,1,3,1000,100,100,1
25000,206,0.25,1,250,39195,617,1,3,1000,100,100,1
50000,206,0.25,1,500,89315,618,1,3,1000,100,100,1
10000,207,0.25,1,100,60975,619,1,3,1000,100,100,1
25000,207,0.25,1,250,35427,620,1,3,1000,100,100,1
50000,207,0.25,1,500,348,621,1,3,1000,100,100,1
10000,208,0.25,1,100,45047,622,1,3,1000,100,100,1
25000,208,0.25,1,250,64995,623,1,3,1000,100,100,1
50000,208,0.25,1,500,60413,624,1,3,1000,100,100,1
10000,209,0.25,1,100,19758,625,1,3,1000,100,100,1
25000,209,0.25,1,250,51087,626,1,3,1000,100,100,1
50000,209,0.25,1,500,67944,627,1,3,1000,100,100,1
10000,210,0.25,1,100,79153,628,1,3,1000,100,100,1
25000,210,0.25,1,250,63973,629,1,3,1000,100,100,1
50000,210,0.25,1,500,70893,630,1,3,1000,100,100,1
10000,211,0.25,1,100,73772,631,1,3,1000,100,100,1
25000,211,0.25,1,250,2463,632,1,3,1000,100,100,1
50000,211,0.25,1,500,1599,633,1,3,1000,100,100,1
10000,212,0.25,1,100,17142,634,1,3,1000,100,100,1
25000,212,0.25,1,250,48251,635,1,3,1000,100,100,1
50000,212,0.25,1,500,2500,636,1,3,1000,100,100,1
10000,213,0.25,1,100,64486,637,1,3,1000,100,100,1
25000,213,0.25,1,250,77338,638,1,3,1000,100,100,1
50000,213,0.25,1,500,535,639,1,3,1000,100,100,1
10000,214,0.25,1,100,28643,640,1,3,1000,100,100,1
25000,214,0.25,1,250,59134,641,1,3,1000,100,100,1
50000,214,0.25,1,500,13941,642,1,3,1000,100,100,1
10000,215,0.25,1,100,20486,643,1,3,1000,100,100,1
25000,215,0.25,1,250,40487,644,1,3,1000,100,100,1
50000,215,0.25,1,500,551,645,1,3,1000,100,100,1
10000,216,0.25,1,100,14614,646,1,3,1000,100,100,1
25000,216,0.25,1,250,50258,647,1,3,1000,100,100,1
50000,216,0.25,1,500,56910,648,1,3,1000,100,100,1
10000,217,0.25,1,100,46529,649,1,3,1000,100,100,1
25000,217,0.25,1,250,69317,650,1,3,1000,100,100,1
50000,217,0.25,1,500,88144,651,1,3,1000,100,100,1
10000,218,0.25,1,100,72722,652,1,3,1000,100,100,1
25000,218,0.25,1,250,5508,653,1,3,1000,100,100,1
50000,218,0.25,1,500,76751,654,1,3,1000,100,100,1
10000,219,0.25,1,100,75948,655,1,3,1000,100,100,1
25000,219,0.25,1,250,49011,656,1,3,1000,100,100,1
50000,219,0.25,1,500,85880,657,1,3,1000,100,100,1
10000,220,0.25,1,100,24359,658,1,3,1000,100,100,1
25000,220,0.25,1,250,43645,659,1,3,1000,100,100,1
50000,220,0.25,1,500,11247,660,1,3,1000,100,100,1
10000,221,0.25,1,100,27497,661,1,3,1000,100,100,1
25000,221,0.25,1,250,6499,662,1,3,1000,100,100,1
50000,221,0.25,1,500,10373,663,1,3,1000,100,100,1
10000,222,0.25,1,100,61020,664,1,3,1000,100,100,1
25000,222,0.25,1,250,56880,665,1,3,1000,100,100,1
50000,222,0.25,1,500,32470,666,1,3,1000,100,100,1
10000,223,0.25,1,100,85955,667,1,3,1000,100,100,1
25000,223,0.25,1,250,23508,668,1,3,1000,100,100,1
50000,223,0.25,1,500,67409,669,1,3,1000,100,100,1
10000,224,0.25,1,100,59452,670,1,3,1000,100,100,1
25000,224,0.25,1,250,61796,671,1,3,1000,100,100,1
50000,224,0.25,1,500,18460,672,1,3,1000,100,100,1
10000,225,0.25,1,100,38809,673,1,3,1000,100,100,1
25000,225,0.25,1,250,19421,674,1,3,1000,100,100,1
50000,225,0.25,1,500,55577,675,1,3,1000,100,100,1
10000,226,0.25,1,100,50812,676,1,3,1000,100,100,1
25000,226,0.25,1,250,17951,677,1,3,1000,100,100,1
50000,226,0.25,1,500,25604,678,1,3,1000,100,100,1
10000,227,0.25,1,100,46641,679,1,3,1000,100,100,1
25000,227,0.25,1,250,26013,680,1,3,1000,100,100,1
50000,227,0.25,1,500,58608,681,1,3,1000,100,100,1
10000,228,0.25,1,100,9782,682,1,3,1000,100,100,1
25000,228,0.25,1,250,55485,683,1,3,1000,100,100,1
50000,228,0.25,1,500,77632,684,1,3,1000,100,100,1
10000,229,0.25,1,100,59189,685,1,3,1000,100,100,1
25000,229,0.25,1,250,51763,686,1,3,1000,100,100,1
50000,229,0.25,1,500,42223,687,1,3,1000,100,100,1
10000,230,0.25,1,100,49119,688,1,3,1000,100,100,1
25000,230,0.25,1,250,36689,689,1,3,1000,100,100,1
50000,230,0.25,1,500,34086,690,1,3,1000,100,100,1
10000,231,0.25,1,100,27412,691,1,3,1000,100,100,1
25000,231,0.25,1,250,50080,692,1,3,1000,100,100,1
50000,231,0.25,1,500,35798,693,1,3,1000,100,100,1
10000,232,0.25,1,100,28015,694,1,3,1000,100,100,1
25000,232,0.25,1,250,17004,695,1,3,1000,100,100,1
50000,232,0.25,1,500,88949,696,1,3,1000,100,100,1
10000,233,0.25,1,100,39626,697,1,3,1000,100,100,1
25000,233,0.25,1,250,41083,698,1,3,1000,100,100,1
50000,233,0.25,1,500,98434,699,1,3,1000,100,100,1
10000,234,0.25,1,100,27857,700,1,3,1000,100,100,1
25000,234,0.25,1,250,45699,701,1,3,1000,100,100,1
50000,234,0.25,1,500,42423,702,1,3,1000,100,100,1
10000,235,0.25,1,100,24644,703,1,3,1000,100,100,1
25000,235,0.25,1,250,22758,704,1,3,1000,100,100,1
50000,235,0.25,1,500,95005,705,1,3,1000,100,100,1
10000,236,0.25,1,100,91286,706,1,3,1000,100,100,1
25000,236,0.25,1,250,29266,707,1,3,1000,100,100,1
50000,236,0.25,1,500,53107,708,1,3,1000,100,100,1
10000,237,0.25,1,100,3765,709,1,3,1000,100,100,1
25000,237,0.25,1,250,99703,710,1,3,1000,100,100,1
50000,237,0.25,1,500,4871,711,1,3,1000,100,100,1
10000,238,0.25,1,100,5692,712,1,3,1000,100,100,1
25000,238,0.25,1,250,98143,713,1,3,1000,100,100,1
50000,238,0.25,1,500,26814,714,1,3,1000,100,100,1
10000,239,0.25,1,100,39391,715,1,3,1000,100,100,1
25000,239,0.25,1,250,80633,716,1,3,1000,100,100,1
50000,239,0.25,1,500,98735,717,1,3,1000,100,100,1
10000,240,0.25,1,100,76878,718,1,3,1000,100,100,1
25000,240,0.25,1,250,1116,719,1,3,1000,100,100,1
50000,240,0.25,1,500,82203,720,1,3,1000,100,100,1
10000,241,0.25,1,100,47856,721,1,3,1000,100,100,1
25000,241,0.25,1,250,4947,722,1,3,1000,100,100,1
50000,241,0.25,1,500,92699,723,1,3,1000,100,100,1
10000,242,0.25,1,100,61200,724,1,3,1000,100,100,1
25000,242,0.25,1,250,50358,725,1,3,1000,100,100,1
50000,242,0.25,1,500,53291,726,1,3,1000,100,100,1
10000,243,0.25,1,100,6813,727,1,3,1000,100,100,1
25000,243,0.25,1,250,53486,728,1,3,1000,100,100,1
50000,243,0.25,1,500,75338,729,1,3,1000,100,100,1
10000,244,0.25,1,100,40535,730,1,3,1000,100,100,1
25000,244,0.25,1,250,33776,731,1,3,1000,100,100,1
50000,244,0.25,1,500,236,732,1,3,1000,100,100,1
10000,245,0.25,1,100,81157,733,1,3,1000,100,100,1
25000,245,0.25,1,250,48672,734,1,3,1000,100,100,1
50000,245,0.25,1,500,24806,735,1,3,1000,100,100,1
10000,246,0.25,1,100,86602,736,1,3,1000,100,100,1
25000,246,0.25,1,250,30846,737,1,3,1000,100,100,1
50000,246,0.25,1,500,39688,738,1,3,1000,100,100,1
10000,247,0.25,1,100,36374,739,1,3,1000,100,100,1
25000,247,0.25,1,250,48673,740,1,3,1000,100,100,1
50000,247,0.25,1,500,68751,741,1,3,1000,100,100,1
10000,248,0.25,1,100,29212,742,1,3,1000,100,100,1
25000,248,0.25,1,250,29581,743,1,3,1000,100,100,1
50000,248,0.25,1,500,85073,744,1,3,1000,100,100,1
10000,249,0.25,1,100,66982,745,1,3,1000,100,100,1
25000,249,0.25,1,250,15334,746,1,3,1000,100,100,1
50000,249,0.25,1,500,23619,747,1,3,1000,100,100,1
10000,250,0.25,1,100,29697,748,1,3,1000,100,100,1
25000,250,0.25,1,250,6157,749,1,3,1000,100,100,1
50000,250,0.25,1,500,76283,750,1,3,1000,100,100,1
10000,251,0.25,1,100,74450,751,1,3,1000,100,100,1
25000,251,0.25,1,250,1177,752,1,3,1000,100,100,1
50000,251,0.25,1,500,53784,753,1,3,1000,100,100,1
10000,252,0.25,1,100,67158,754,1,3,1000,100,100,1
25000,252,0.25,1,250,14627,755,1,3,1000,100,100,1
50000,252,0.25,1,500,23923,756,1,3,1000,100,100,1
10000,253,0.25,1,100,48500,757,1,3,1000,100,100,1
25000,253,0.25,1,250,64779,758,1,3,1000,100,100,1
50000,253,0.25,1,500,37817,759,1,3,1000,100,100,1
10000,254,0.25,1,100,46721,760,1,3,1000,100,100,1
25000,254,0.25,1,250,36108,761,1,3,1000,100,100,1
50000,254,0.25,1,500,93452,762,1,3,1000,100,100,1
10000,255,0.25,1,100,37585,763,1,3,1000,100,100,1
25000,255,0.25,1,250,90248,764,1,3,1000,100,100,1
50000,255,0.25,1,500,33406,765,1,3,1000,100,100,1
10000,256,0.25,1,100,83773,766,1,3,1000,100,100,1
25000,256,0.25,1,250,51782,767,1,3,1000,100,100,1
50000,256,0.25,1,500,59701,768,1,3,1000,100,100,1
10000,257,0.25,1,100,19031,769,1,3,1000,100,100,1
25000,257,0.25,1,250,4574,770,1,3,1000,100,100,1
50000,257,0.25,1,500,97354,771,1,3,1000,100,100,1
10000,258,0.25,1,100,34737,772,1,3,1000,100,100,1
25000,258,0.25,1,250,7560,773,1,3,1000,100,100,1
50000,258,0.25,1,500,27851,774,1,3,1000,100,100,1
10000,259,0.25,1,100,69370,775,1,3,1000,100,100,1
25000,259,0.25,1,250,67806,776,1,3,1000,100,100,1
50000,259,0.25,1,500,92698,777,1,3,1000,100,100,1
10000,260,0.25,1,100,81516,778,1,3,1000,100,100,1
25000,260,0.25,1,250,32287,779,1,3,1000,100,100,1
50000,260,0.25,1,500,23336,780,1,3,1000,100,100,1
10000,261,0.25,1,100,45725,781,1,3,1000,100,100,1
25000,261,0.25,1,250,27154,782,1,3,1000,100,100,1
50000,261,0.25,1,500,17631,783,1,3,1000,100,100,1
10000,262,0.25,1,100,91833,784,1,3,1000,100,100,1
25000,262,0.25,1,250,44712,785,1,3,1000,100,100,1
50000,262,0.25,1,500,73302,786,1,3,1000,100,100,1
10000,263,0.25,1,100,18616,787,1,3,1000,100,100,1
25000,263,0.25,1,250,94798,788,1,3,1000,100,100,1
50000,263,0.25,1,500,78307,789,1,3,1000,100,100,1
10000,264,0.25,1,100,18678,790,1,3,1000,100,100,1
25000,264,0.25,1,250,51937,791,1,3,1000,100,100,1
50000,264,0.25,1,500,8699,792,1,3,1000,100,100,1
10000,265,0.25,1,100,82312,793,1,3,1000,100,100,1
25000,265,0.25,1,250,97385,794,1,3,1000,100,100,1
50000,265,0.25,1,500,63693,795,1,3,1000,100,100,1
10000,266,0.25,1,100,688,796,1,3,1000,100,100,1
25000,266,0.25,1,250,62551,797,1,3,1000,100,100,1
50000,266,0.25,1,500,14580,798,1,3,1000,100,100,1
10000,267,0.25,1,100,67559,799,1,3,1000,100,100,1
25000,267,0.25,1,250,42068,800,1,3,1000,100,100,1
50000,267,0.25,1,500,83980,801,1,3,1000,100,100,1
10000,268,0.25,1,100,69715,802,1,3,1000,100,100,1
25000,268,0.25,1,250,29644,803,1,3,1000,100,100,1
50000,268,0.25,1,500,58942,804,1,3,1000,100,100,1
10000,269,0.25,1,100,12118,805,1,3,1000,100,100,1
25000,269,0.25,1,250,88214,806,1,3,1000,100,100,1
50000,269,0.25,1,500,34543,807,1,3,1000,100,100,1
10000,270,0.25,1,100,47907,808,1,3,1000,100,100,1
25000,270,0.25,1,250,52783,809,1,3,1000,100,100,1
50000,270,0.25,1,500,39399,810,1,3,1000,100,100,1
10000,271,0.25,1,100,14951,811,1,3,1000,100,100,1
25000,271,0.25,1,250,4086,812,1,3,1000,100,100,1
50000,271,0.25,1,500,19165,813,1,3,1000,100,100,1
10000,272,0.25,1,100,81156,814,1,3,1000,100,100,1
25000,272,0.25,1,250,71737,815,1,3,1000,100,100,1
50000,272,0.25,1,500,71085,816,1,3,1000,100,100,1
10000,273,0.25,1,100,8447,817,1,3,1000,100,100,1
25000,273,0.25,1,250,72240,818,1,3,1000,100,100,1
50000,273,0.25,1,500,48755,819,1,3,1000,100,100,1
10000,274,0.25,1,100,13339,820,1,3,1000,100,100,1
25000,274,0.25,1,250,6520,821,1,3,1000,100,100,1
50000,274,0.25,1,500,35931,822,1,3,1000,100,100,1
10000,275,0.25,1,100,45966,823,1,3,1000,100,100,1
25000,275,0.25,1,250,95737,824,1,3,1000,100,100,1
50000,275,0.25,1,500,16075,825,1,3,1000,100,100,1
10000,276,0.25,1,100,41134,826,1,3,1000,100,100,1
25000,276,0.25,1,250,42405,827,1,3,1000,100,100,1
50000,276,0.25,1,500,13469,828,1,3,1000,100,100,1
10000,277,0.25,1,100,63750,829,1,3,1000,100,100,1
25000,277,0.25,1,250,11225,830,1,3,1000,100,100,1
50000,277,0.25,1,500,94002,831,1,3,1000,100,100,1
10000,278,0.25,1,100,53287,832,1,3,1000,100,100,1
25000,278,0.25,1,250,58407,833,1,3,1000,100,100,1
50000,278,0.25,1,500,66560,834,1,3,1000,100,100,1
10000,279,0.25,1,100,97508,835,1,3,1000,100,100,1
25000,279,0.25,1,250,15936,836,1,3,1000,100,100,1
50000,279,0.25,1,500,31126,837,1,3,1000,100,100,1
10000,280,0.25,1,100,38554,838,1,3,1000,100,100,1
25000,280,0.25,1,250,79558,839,1,3,1000,100,100,1
50000,280,0.25,1,500,52506,840,1,3,1000,100,100,1
10000,281,0.25,1,100,75138,841,1,3,1000,100,100,1
25000,281,0.25,1,250,93043,842,1,3,1000,100,100,1
50000,281,0.25,1,500,3510,843,1,3,1000,100,100,1
10000,282,0.25,1,100,5594,844,1,3,1000,100,100,1
25000,282,0.25,1,250,12411,845,1,3,1000,100,100,1
50000,282,0.25,1,500,84859,846,1,3,1000,100,100,1
10000,283,0.25,1,100,3692,847,1,3,1000,100,100,1
25000,283,0.25,1,250,8114,848,1,3,1000,100,100,1
50000,283,0.25,1,500,85660,849,1,3,1000,100,100,1
10000,284,0.25,1,100,95847,850,1,3,1000,100,100,1
25000,284,0.25,1,250,37515,851,1,3,1000,100,100,1
50000,284,0.25,1,500,8592,852,1,3,1000,100,100,1
10000,285,0.25,1,100,66724,853,1,3,1000,100,100,1
25000,285,0.25,1,250,92873,854,1,3,1000,100,100,1
50000,285,0.25,1,500,58950,855,1,3,1000,100,100,1
10000,286,0.25,1,100,5807,856,1,3,1000,100,100,1
25000,286,0.25,1,250,41156,857,1,3,1000,100,100,1
50000,286,0.25,1,500,12077,858,1,3,1000,100,100,1
10000,287,0.25,1,100,2436,859,1,3,1000,100,100,1
25000,287,0.25,1,250,70812,860,1,3,1000,100,100,1
50000,287,0.25,1,500,39700,861,1,3,1000,100,100,1
10000,288,0.25,1,100,5749,862,1,3,1000,100,100,1
25000,288,0.25,1,250,61146,863,1,3,1000,100,100,1
50000,288,0.25,1,500,76837,864,1,3,1000,100,100,1
10000,289,0.25,1,100,88945,865,1,3,1000,100,100,1
25000,289,0.25,1,250,66143,866,1,3,1000,100,100,1
50000,289,0.25,1,500,47701,867,1,3,1000,100,100,1
10000,290,0.25,1,100,41301,868,1,3,1000,100,100,1
25000,290,0.25,1,250,38796,869,1,3,1000,100,100,1
50000,290,0.25,1,500,58921,870,1,3,1000,100,100,1
10000,291,0.25,1,100,41160,871,1,3,1000,100,100,1
25000,291,0.25,1,250,81856,872,1,3,1000,100,100,1
50000,291,0.25,1,500,71313,873,1,3,1000,100,100,1
10000,292,0.25,1,100,37678,874,1,3,1000,100,100,1
25000,292,0.25,1,250,3012,875,1,3,1000,100,100,1
50000,292,0.25,1,500,30257,876,1,3,1000,100,100,1
10000,293,0.25,1,100,33475,877,1,3,1000,100,100,1
25000,293,0.25,1,250,8299,878,1,3,1000,100,100,1
50000,293,0.25,1,500,9486,879,1,3,1000,100,100,1
10000,294,0.25,1,100,97942,880,1,3,1000,100,100,1
25000,294,0.25,1,250,34308,881,1,3,1000,100,100,1
50000,294,0.25,1,500,65311,882,1,3,1000,100,100,1
10000,295,0.25,1,100,50285,883,1,3,1000,100,100,1
25000,295,0.25,1,250,42437,884,1,3,1000,100,100,1
50000,295,0.25,1,500,42077,885,1,3,1000,100,100,1
10000,296,0.25,1,100,69658,886,1,3,1000,100,100,1
25000,296,0.25,1,250,39774,887,1,3,1000,100,100,1
50000,296,0.25,1,500,86537,888,1,3,1000,100,100,1
10000,297,0.25,1,100,8334,889,1,3,1000,100,100,1
25000,297,0.25,1,250,8915,890,1,3,1000,100,100,1
50000,297,0.25,1,500,61764,891,1,3,1000,100,100,1
10000,298,0.25,1,100,22540,892,1,3,1000,100,100,1
25000,298,0.25,1,250,42723,893,1,3,1000,100,100,1
